Πρόγραμμα 'Καλλικράτης' (Ενημερώσεις μέχρι 31/12/2010),,,,
"(1) ΕΠΙΠΕΔΑ: 1=Μεγάλες γεωγραφικές ενότητες, 2=Αποκεντρωμένες Διοικήσεις, 3=Περιφέρειες, 4=Περιφεριακές ενότητες, 5=Δήμοι, 6=Δημοτικές Ενότητες, 7=Δημοτικές/Τοπικές Κοινότητες, 8=Οικισμοί",,,,
"(2) ΚΩΔΙΚΟΙ για:  Μεγάλες γεωγραφικές ενότητες, Αποκεντρωμένες Διοικήσεις, Περιφέρειες",,,,
,Επίπεδο (1),Κωδικοί,,Περιγραφή 
α/α,,(2), Κωδικός ΚΑΛΛΙΚΡΑΤΗ,
,,,,
19948,8,471,7305030103,"Ομάλα,η"
19949,8,471,7305030104,"Φαράτσιον,το"
19950,7,471,73050302,Τοπική Κοινότητα Αγιάς
19951,8,471,7305030201,"Αγιά,η"
19952,7,471,73050303,Τοπική Κοινότητα Αγίου Ιωάννου Μυλοποτάμου
19953,8,471,7305030301,"Άγιος Ιωάννης,ο"
19954,7,471,73050304,Τοπική Κοινότητα Αλοίδων
19955,8,471,7305030401,"Αλόιδες,αι"
19956,8,471,7305030402,"Χάνι Αλοΐδων,το"
19957,7,471,73050305,Τοπική Κοινότητα Αξού
19958,8,471,7305030501,"Αξός,η"
19959,8,471,7305030502,"Λιβάδα,η"
19960,7,471,73050306,Τοπική Κοινότητα Απλαδιανών
19961,8,471,7305030601,"Απλαδιανά,τα"
19962,8,471,7305030602,"Κάμπος Απλαδιανών,ο"
19963,7,471,73050307,Τοπική Κοινότητα Αΐμονα
19964,8,471,7305030701,"Αΐμονας,ο"
19965,7,471,73050308,Τοπική Κοινότητα Βενίου
19966,8,471,7305030801,"Βενίον,το"
19967,8,471,7305030802,"Κατεριανά,τα"
19968,7,471,73050309,Τοπική Κοινότητα Δαμαβόλου
19969,8,471,7305030901,"Δαμαβόλος,ο"
19970,8,471,7305030902,"Αβδανίται,οι"
19971,7,471,73050310,Τοπική Κοινότητα Δοξαρού
19972,8,471,7305031001,"Δοξαρόν,το"
19973,8,471,7305031002,"Κάμπος Δοξαρού,ο"
19974,8,471,7305031003,"Μακρυγιάννης,ο"
19975,8,471,7305031004,"Μακρυγιάννιον,το"
19976,8,471,7305031005,"Χελιανά,τα"
19977,7,471,73050311,Τοπική Κοινότητα Επισκοπής
19978,8,471,7305031101,"Επισκοπή,η"
19979,8,471,7305031102,"Δαφνέδες,οι"
19980,8,471,7305031103,"Κεφάλιον,το"
19981,7,471,73050312,Τοπική Κοινότητα Θεοδώρας
19982,8,471,7305031201,"Θεοδώρα,η"
19983,7,471,73050313,Τοπική Κοινότητα Καλύβου
19984,8,471,7305031301,"Κάλυβος,η"
19985,7,471,73050314,Τοπική Κοινότητα Κρυονερίου
19986,8,471,7305031401,"Κρυονέριον,το"
19987,8,471,7305031402,"Αγρίδια,τα"
19988,8,471,7305031403,"Τσαχιανά,τα"
19989,7,471,73050315,Τοπική Κοινότητα Λιβαδίων
19990,8,471,7305031501,"Λιβάδια,τα"
19991,8,471,7305031502,"Κράνα,η"
19992,8,471,7305031503,"Μαρινιανά,τα"
19993,7,471,73050316,Τοπική Κοινότητα Χώνου
19994,8,471,7305031601,"Δροσιά,η"
19995,8,471,7305031602,"Χώνος,ο"
19996,4,471,74,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΑΝΙΩΝ
19997,5,471,7401,ΔΗΜΟΣ ΧΑΝΙΩΝ
19998,6,471,740101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΧΑΝΙΩΝ
19999,7,471,74010101,Δημοτική Κοινότητα Χανίων
20000,8,471,7401010101,"Χανία,τα"
20001,6,471,740102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΚΡΩΤΗΡΙΟΥ
20002,7,471,74010201,Δημοτική Κοινότητα Αρωνίου
20003,8,471,7401020101,"Πιθάριον,το"
20004,8,471,7401020102,"Άγιος Νικόλαος,ο"
20005,8,471,7401020103,"Ανεμόμυλοι,οι"
20006,8,471,7401020104,"Ζορνάδης,ο"
20007,8,471,7401020105,"Καθιανά,τα (Καθανιά, τα)"
20008,8,471,7401020106,"Παζινός,ο (Παξινός,ο)"
20009,7,471,74010202,Δημοτική Κοινότητα Κουνουπιδιανών
20010,8,471,7401020201,"Κουνουπιδιανά,τα"
20011,8,471,7401020202,"Καλαθάς,ο"
20012,8,471,7401020203,"Καμπάνιον,το"
20013,8,471,7401020204,"Σταυρός,ο"
20014,8,471,7401020205,"Χωραφάκια,τα"
20015,7,471,74010203,Τοπική Κοινότητα Μουζουρά
20016,8,471,7401020301,"Μουζουράς,ο"
20017,8,471,7401020302,"Αγία Ζώνη,η"
20018,8,471,7401020303,"Γαλήνη,η"
20019,8,471,7401020304,"Καλόρρουμα,το"
20020,8,471,7401020305,"Κουμαρές,ο"
20021,8,471,7401020306,"Μονή Αγίας Τριάδος των Τζαγκαρόλων,η"
20022,7,471,74010204,Τοπική Κοινότητα Στερνών
20023,8,471,7401020401,"Στέρναι,αι"
20024,8,471,7401020402,"Αεροδρόμιον,το"
20025,8,471,7401020403,"Κάτω Μαράθι,το"
20026,8,471,7401020404,"Μαράθι,το"
20027,7,471,74010205,Τοπική Κοινότητα Χωρδακίου
20028,8,471,7401020501,"Χωρδάκιον,το"
20029,8,471,7401020502,"Ακρόπολις,η"
20030,8,471,7401020503,"Μονή Κυρίας των Αγγέλων Αγίου Ιωάν.Ερ/του Γουβερνέτου,η"
20031,6,471,740103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ
20032,7,471,74010301,Δημοτική Κοινότητα Μουρνιών
20033,8,471,7401030101,"Μουρνιές,οι"
20034,8,471,7401030102,"Κρύο Νερό,το"
20035,7,471,74010302,Δημοτική Κοινότητα Νεροκούρου
20036,8,471,7401030201,"Νεροκούρος,ο"
20037,6,471,740104,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΘΕΡΙΣΟΥ
20038,7,471,74010401,Τοπική Κοινότητα Βαμβακοπούλου
20039,8,471,7401040101,"Βαμβακόπουλον,το"
20040,7,471,74010402,Τοπική Κοινότητα Αγιάς
20041,8,471,7401040201,"Αγιά,η"
20042,8,471,7401040202,"Επισκοπή,η"
20043,8,471,7401040203,"Κυρτωμάδος,ο"
20044,7,471,74010403,Τοπική Κοινότητα Βαρύπετρου
20045,8,471,7401040301,"Βαρύπετρον,το"
20046,8,471,7401040302,"Λυγιδές,ο"
20047,8,471,7401040303,"Μαρμαράς,ο"
20048,8,471,7401040304,"Μυλωνιανά,τα"
20049,8,471,7401040305,"Όασις,η"
20050,8,471,7401040306,"Ποτιστήρια,τα"
20051,7,471,74010404,Τοπική Κοινότητα Θερίσου
20052,8,471,7401040401,"Θέρισον,το"
20053,7,471,74010405,Δημοτική Κοινότητα Περιβολίων Κυδωνίας
20054,8,471,7401040501,"Περιβόλια,τα"
20055,6,471,740105,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΕΡΑΜΙΩΝ
20056,7,471,74010501,Τοπική Κοινότητα Παππαδιανών
20057,8,471,7401050101,"Λούλος,ο"
20058,8,471,7401050102,"Αχλάδαι,αι"
20059,8,471,7401050103,"Γερολάκκος,ο"
20060,8,471,7401050104,"Παναγιά,η"
20061,7,471,74010502,Τοπική Κοινότητα Δρακόνας
20062,8,471,7401050201,"Δρακόνα,η"
20063,7,471,74010503,Τοπική Κοινότητα Κάμπων
20064,8,471,7401050301,"Κάμποι,οι"
20065,8,471,7401050302,"Μαδαρόν,το"
20066,8,471,7401050303,"Τσακίστρα,η"
20067,7,471,74010504,Τοπική Κοινότητα Κοντοπούλων
20068,8,471,7401050401,"Κοντόπουλα,τα"
20069,8,471,7401050402,"Κατωχώριον,το"
20070,7,471,74010505,Τοπική Κοινότητα Μαλάξας
20071,8,471,7401050501,"Μαλάξα,η"
20072,7,471,74010506,Τοπική Κοινότητα Πλατυβόλας
20073,8,471,7401050601,"Πλατυβόλα,η"
20074,8,471,7401050602,"Θυμιά,η"
20075,8,471,7401050603,"Σπηλιάρια,τα"
20076,6,471,740106,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΕΑΣ ΚΥΔΩΝΙΑΣ
20077,7,471,74010601,Δημοτική Κοινότητα Δαράτσου
20078,8,471,7401060101,"Δαράτσος,ο"
20079,7,471,74010602,Τοπική Κοινότητα Αγίας Μαρίνης
20080,8,471,7401060201,"Αγία Μαρίνα,η"
20081,8,471,7401060202,"Άγιοι Θεόδωροι,οι (νησίς)"
20082,7,471,74010603,Δημοτική Κοινότητα Γαλατά
20083,8,471,7401060301,"Γαλατάς,ο"
20084,7,471,74010604,Τοπική Κοινότητα Σταλού
20085,8,471,7401060401,"Σταλός,ο"
20086,6,471,740107,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΟΥΔΑΣ
20087,7,471,74010701,Δημοτική Κοινότητα Σούδας
20088,8,471,7401070101,"Σούδα,η"
20089,8,471,7401070102,"Πλατάνι,το"
20090,8,471,7401070103,"Σούδα,η (νησίς)"
20091,7,471,74010702,Τοπική Κοινότητα Απτέρων
20092,8,471,7401070201,"Άπτερα,τα"
20093,8,471,7401070202,"Καλάμι,το (τ.Καλάμιον,το)"
20094,7,471,74010703,Τοπική Κοινότητα Τσικαλαριών
20095,8,471,7401070301,"Τσικαλαριά,τα"
20096,5,471,7402,ΔΗΜΟΣ ΑΠΟΚΟΡΩΝΟΥ
20097,6,471,740201,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΡΥΟΝΕΡΙΔΑΣ
20098,7,471,74020101,Τοπική Κοινότητα Βρυσών Αποκορρώνου
20099,8,471,7402010101,"Βρύσες,οι"
20100,8,471,7402010102,"Μετόχιον,το"
20101,8,471,7402010103,"Φίλιππος,ο"
20102,7,471,74020102,Τοπική Κοινότητα Αλικάμπου
20103,8,471,7402010201,"Αλίκαμπος,ο"
20104,7,471,74020103,Τοπική Κοινότητα Βαφέ
20105,8,471,7402010301,"Βαφές,ο"
20106,8,471,7402010302,"Αρεβίτης,ο"
20107,8,471,7402010303,"Αχατζηκιά,η"
20108,7,471,74020104,Τοπική Κοινότητα Εμπροσνέρου
20109,8,471,7402010401,"Εμπρόσνερος,ο"
20110,8,471,7402010402,"Βατουδιάρης,ο"
20111,7,471,74020105,Τοπική Κοινότητα Μάζης
20112,8,471,7402010501,"Μάζα,η"
20113,8,471,7402010502,"Φονές,ο"
20114,8,471,7402010503,"Χάμπαθα,τα"
20115,7,471,74020106,Τοπική Κοινότητα Νίπους
20116,8,471,7402010601,"Νίπος,το"
20117,6,471,740202,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΡΜΕΝΩΝ
20118,7,471,74020201,Τοπική Κοινότητα Καλυβών
20119,8,471,7402020101,"Καλύβαι,αι"
20120,8,471,7402020102,"Τσιβαράς,ο"
20121,7,471,74020202,Τοπική Κοινότητα Αρμένων
20122,8,471,7402020201,"Αρμένοι,οι"
20123,7,471,74020203,Τοπική Κοινότητα Καρών Αποκορρώνου
20124,8,471,7402020301,"Καρές,αι"
20125,7,471,74020204,Τοπική Κοινότητα Μαχαιρών
20126,8,471,7402020401,"Μαχαιροί,οι"
20127,7,471,74020205,Τοπική Κοινότητα Νέου Χωρίου Αποκορρώνου
20128,8,471,7402020501,"Νέον Χωρίον,το"
20129,7,471,74020206,Τοπική Κοινότητα Ραμνής
20130,8,471,7402020601,"Ραμνή,η"
20131,8,471,7402020602,"Κυριακοσέλλια,τα"
20132,8,471,7402020603,"Χιλιομουδού,η"
20133,7,471,74020207,Τοπική Κοινότητα Στύλου
20134,8,471,7402020701,"Στύλος,ο"
20135,8,471,7402020702,"Πρόβαρμα,το"
20136,8,471,7402020703,"Σαμωνάς,ο"
20137,8,471,7402020704,"Φαράγγιον,το"
20138,6,471,740203,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΣΗ ΓΩΝΙΑΣ
20139,7,471,74020301,Τοπική Κοινότητα Ασή Γωνιάς
20140,8,471,7402030101,"Ασή Γωνιά,η"
20141,6,471,740204,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΒΑΜΟΥ
20142,7,471,74020401,Τοπική Κοινότητα Βάμου
20143,8,471,7402040101,"Βάμος,ο"
20144,8,471,7402040102,"Δουλιανά,τα"
20145,7,471,74020402,Τοπική Κοινότητα Γαβαλοχωρίου
20146,8,471,7402040201,"Γαβαλοχώριον,το"
20147,8,471,7402040202,"Άσπρον,το"
20148,7,471,74020403,Τοπική Κοινότητα Κάινας
20149,8,471,7402040301,"Κάινα,η"
20150,8,471,7402040302,"Πλάτανος,ο"
20151,7,471,74020404,Τοπική Κοινότητα Καλαμιτσίου Αλεξάνδρου
20152,8,471,7402040401,"Καλαμίτσιον Αλεξάνδρου,το"
20153,7,471,74020405,Τοπική Κοινότητα Κεφαλά
20154,8,471,7402040501,"Κεφαλάς,ο"
20155,8,471,7402040502,"Δράπανος,ο"
20156,8,471,7402040503,"Παλαιλώνιον,το"
20157,7,471,74020406,Τοπική Κοινότητα Κοκκίνου Χωρίου
20158,8,471,7402040601,"Κόκκινον Χωρίον,το"
20159,7,471,74020407,Τοπική Κοινότητα Ξηροστερνίου
20160,8,471,7402040701,"Λιτσάρδα,η"
20161,8,471,7402040702,"Ξηροστέρνιον,το"
20162,7,471,74020408,Τοπική Κοινότητα Πλάκας
20163,8,471,7402040801,"Πλάκα,η"
20164,8,471,7402040802,"Αλμυρίδα,η"
20165,8,471,7402040803,"Καμπιά,τα"
20166,7,471,74020409,Τοπική Κοινότητα Σελλίων
20167,8,471,7402040901,"Σελλία,τα"
20168,8,471,7402040902,"Λικοτιναρέα,η"
20169,8,471,7402040903,"Σούρη,η"
20170,6,471,740205,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΓΕΩΡΓΙΟΥΠΟΛΕΩΣ
20171,7,471,74020501,Τοπική Κοινότητα Κουρνά
20172,8,471,7402050101,"Παραλία Κουρνά,η (τ.Καβρός,ο)"
20173,8,471,7402050102,"Κουρνά,η"
20174,7,471,74020502,Τοπική Κοινότητα Γεωργιουπόλεως
20175,8,471,7402050201,"Γεωργιούπολις,η"
20176,8,471,7402050202,"Ασπρουλιάνοι,οι"
20177,8,471,7402050203,"Κάβαλλος,ο"
20178,8,471,7402050204,"Μαθές,ο"
20179,8,471,7402050205,"Μουρίον,το"
20180,7,471,74020503,Τοπική Κοινότητα Καλαμιτσίου Αμυγδαλίου
20181,8,471,7402050301,"Καλαμίτσιον Αμυγδάλιον,το"
20182,8,471,7402050302,"Εξώπολις,η"
20183,7,471,74020504,Τοπική Κοινότητα Καστέλλου
20184,8,471,7402050401,"Κάστελλος,ο"
20185,8,471,7402050402,"Μεταμόρφωση,η"
20186,8,471,7402050403,"Πάτημα,το"
20187,7,471,74020505,Τοπική Κοινότητα Φυλακής
20188,8,471,7402050501,"Δράμια,τα"
20189,8,471,7402050502,"Φυλακή,η"
20190,6,471,740206,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΦΡΕ
20191,7,471,74020601,Τοπική Κοινότητα Φρε
20192,8,471,7402060101,"Φρες,ο"
20193,7,471,74020602,Τοπική Κοινότητα Μελιδονίου
20194,8,471,7402060201,"Μελιδόνιον,το"
20195,7,471,74020603,Τοπική Κοινότητα Παϊδοχωρίου
20196,8,471,7402060301,"Παϊδοχώριον,το"
20197,8,471,7402060302,"Άγιοι Πάντες,οι"
20198,7,471,74020604,Τοπική Κοινότητα Πεμονίων
20199,8,471,7402060401,"Πεμόνια,τα"
20200,7,471,74020605,Τοπική Κοινότητα Τζιτζιφέ
20201,8,471,7402060501,"Τζιτζιφές,ο"
20202,5,471,7403,ΔΗΜΟΣ ΓΑΥΔΟΥ
20203,8,471,7403000001,"Καστρίον,το"
20204,8,471,7403000002,"Άμπελος,η"
20205,8,471,7403000003,"Βατσιανά,τα"
20206,8,471,7403000004,"Γαυδοπούλα,η (νησίς)"
20207,8,471,7403000005,"Καραβέ,η"
20208,8,471,7403000006,"Φώκια,η"
20209,5,471,7404,ΔΗΜΟΣ ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ
20210,6,471,740401,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΕΛΕΚΑΝΟΥ
20211,7,471,74040101,Δημοτική Κοινότητα Παλαιοχώρας
20212,8,471,7404010101,"Παλαιοχώρα,η"
20213,8,471,7404010102,"Αγία Τριάς,η"
20214,8,471,7404010103,"Αζογυρές,ο (Δ.Δ.Παλαιοχώρας)"
20215,8,471,7404010104,"Άνυδροι,οι"
20216,8,471,7404010105,"Ασφενδιλές,ο"
20217,8,471,7404010106,"Αχλαδιάκες,οι"
20218,8,471,7404010107,"Βλιθιάς,ο"
20219,8,471,7404010108,"Κάλαμος,ο"
20220,8,471,7404010109,"Πλατανές,ο"
20221,8,471,7404010110,"Προδρόμιον,το"
20222,8,471,7404010111,"Σπανιάκος,ο"
20223,7,471,74040102,Τοπική Κοινότητα Βοθιανών
20224,8,471,7404010201,"Καματερά,τα"
20225,8,471,7404010202,"Αρχοντικόν,το"
20226,8,471,7404010203,"Μουστάκος,ο"
20227,8,471,7404010204,"Φαράγγι,το"
20228,7,471,74040103,Τοπική Κοινότητα Βουτά
20229,8,471,7404010301,"Βουτάς,ο"
20230,8,471,7404010302,"Άγιος Παύλος,ο"
20231,8,471,7404010303,"Αζογυρές,ο (Δ.Δ.Βουτά)"
20232,8,471,7404010304,"Γιαλός,ο (τ.Κουντούρα,η)"
20233,8,471,7404010305,"Κίτυρος,η"
20234,8,471,7404010306,"Κοντοκυνήγιον,το"
20235,8,471,7404010307,"Λιβάδιον,το"
20236,8,471,7404010308,"Πλάτανος,ο"
20237,8,471,7404010309,"Χασίον,το"
20238,7,471,74040104,Τοπική Κοινότητα Σαρακήνας
20239,8,471,7404010401,"Σαρακήνα,η"
20240,8,471,7404010402,"Γρηγοριανά,τα"
20241,8,471,7404010403,"Σταυρός,ο"
20242,8,471,7404010404,"Χονδρός,ο"
20243,7,471,74040105,Τοπική Κοινότητα Σκλαβοπούλας
20244,8,471,7404010501,"Σκλαβοπούλα,η"
20245,8,471,7404010502,"Αγία Κυριακή,η (τ.Κουντούρα,η)"
20246,8,471,7404010503,"Άγιοι Θεόδωροι,οι"
20247,8,471,7404010504,"Καλαμιός,ο"
20248,8,471,7404010505,"Λαγκαδάς,ο"
20249,8,471,7404010506,"Λάκκος Σκλαβοπούλας,ο"
20250,8,471,7404010507,"Μανιατιανά,τα"
20251,6,471,740402,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΟΥ ΣΕΛΙΝΟΥ
20252,7,471,74040201,Τοπική Κοινότητα Καμπανού
20253,8,471,7404020101,"Καμπανός,ο"
20254,8,471,7404020102,"Μαράλια,τα"
20255,7,471,74040202,Τοπική Κοινότητα Επανωχωρίου
20256,8,471,7404020201,"Επανωχώριον,το"
20257,8,471,7404020202,"Αγία Ειρήνη,η"
20258,8,471,7404020203,"Πρινές,ο"
20259,8,471,7404020204,"Σελινιώτικος Γύρος,ο"
20260,8,471,7404020205,"Τσισκιανά,τα"
20261,7,471,74040203,Τοπική Κοινότητα Ροδοβανίου
20262,8,471,7404020301,"Ροδοβάνιον,το"
20263,8,471,7404020302,"Αγριλές,ο"
20264,8,471,7404020303,"Καμάρια,τα"
20265,8,471,7404020304,"Λιβάδα,η"
20266,8,471,7404020305,"Μάζα,η"
20267,7,471,74040204,Τοπική Κοινότητα Σκάφης
20268,8,471,7404020401,"Σκάφη,η"
20269,8,471,7404020402,"Αργαστήριον,το"
20270,8,471,7404020403,"Πέρα Σκάφη,η"
20271,7,471,74040205,Τοπική Κοινότητα Σούγιας
20272,8,471,7404020501,"Σούγια,η"
20273,8,471,7404020502,"Κουστογέρακον,το"
20274,8,471,7404020503,"Λιβαδάς,ο"
20275,8,471,7404020504,"Μονή,η"
20276,7,471,74040206,Τοπική Κοινότητα Τεμενίων
20277,8,471,7404020601,"Τεμένια,τα"
20278,8,471,7404020602,"Παππαδιανά,τα"
20279,8,471,7404020603,"Στράτοι,οι"
20280,6,471,740403,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ)
20281,7,471,74040301,Τοπική Κοινότητα Κανδάνου (Καντάνου)
20282,8,471,7404030101,"Κάνδανος,ο (τ.Κάντανος,ο)"
20283,8,471,7404030102,"Άγιοι Απόστολοι,οι"
20284,8,471,7404030103,"Ανισαράκιον,το"
20285,8,471,7404030104,"Βαμβακάδες,οι"
20286,8,471,7404030105,"Καβαλλαριανά,τα"
